, , , 
-0.2908, -0.1057, , 
-0.0004, -0.0004, 8.7095, 3.1614
-0.3071, -0.0844, -9.1987, -2.5218
-0.2164, -0.1070, 2.7199, -0.6773
-0.3942, -0.1638, -5.3328, -1.7031
-0.1660, -0.0633, 6.8452, 3.0137
0.0002, 0.0002, 4.9868, 1.9057
-0.1268, -0.0573, -3.8106, -1.7251
-0.1655, -0.0690, -1.1610, -0.3522
-0.2441, -0.1181, -2.3600, -1.4731
-0.0783, -0.0438, 4.9760, 2.2293
-0.0027, -0.0003, 2.2687, 1.3056
-0.1009, -0.0437, -2.9487, -1.3027
-0.1330, -0.0496, -0.9611, -0.1755
-0.3739, -0.1289, -7.2276, -2.3806
-0.0624, -0.0247, 9.3447, 3.1254
0.0006, 0.0005, 1.8904, 0.7584
-0.0959, -0.0308, -2.8960, -0.9410
-0.1029, -0.0328, -0.2077, -0.0586
-0.1568, -0.0383, -1.6178, -0.1666
-0.0916, -0.0262, 1.9567, 0.3654
-0.0014, 0.0001, 2.7035, 0.7891
-0.0930, -0.0254, -2.7454, -0.7673
-0.0823, -0.0239, 0.3186, 0.0458
-0.2373, -0.0994, -4.6504, -2.2643
-0.0440, -0.0367, 5.8008, 1.8799
-0.0005, 0.0000, 1.3048, 1.1028
-0.0449, -0.0204, -1.3321, -0.6138
-0.0453, -0.0225, -0.0114, -0.0628
-0.1392, -0.0766, -2.8181, -1.6224
-0.0670, -0.0392, 2.1661, 1.1220
0.0020, -0.0001, 2.0696, 1.1735
-0.0911, -0.0419, -2.7912, -1.2559
-0.0560, -0.0285, 1.0526, 0.4021
-0.0994, -0.0422, -1.3020, -0.4111
-0.0780, -0.0359, 0.6408, 0.1889
0.0000, 0.0000, 2.3406, 1.0781
-0.0778, -0.0374, -2.3348, -1.1221
-0.0427, -0.0280, 1.0530, 0.2824
-0.1302, -0.0598, -2.6254, -0.9557
-0.0813, -0.0267, 1.4684, 0.9933
-0.0008, -0.0001, 2.4143, 0.7984
-0.0426, -0.0174, -1.2523, -0.5170
-0.0753, -0.0241, -0.9815, -0.2036
-0.0586, -0.0124, 0.5017, 0.3510
-0.0451, -0.0379, 0.4030, -0.7637
0.0000, 0.0000, 1.3535, 1.1370
0.0091, -0.1148, 0.2731, -3.4427
0.0186, -0.3645, 0.2845, -7.4915
0.1636, -0.6260, 4.3498, -7.8451
0.0678, -0.2175, -2.8748, 12.2528
-0.0062, 0.0057, -2.2180, 6.6974
0.0364, -0.1818, 1.2763, -5.6249
0.0253, -0.1852, -0.3315, -0.1034
0.0076, -0.3640, -0.5319, -5.3624
0.1347, -0.2361, 3.8129, 3.8367
0.0025, -0.0062, -3.9664, 6.8981
-0.0515, -0.0112, -1.6195, -0.1505
0.0510, -0.1832, 3.0753, -5.1589
0.1721, -0.5264, 3.6326, -10.2984
0.0293, -0.1455, -4.2833, 11.4293
0.0002, -0.0025, -0.8719, 4.2874
0.0343, -0.1780, 1.0210, -5.2624
-0.0698, -0.0837, -3.1225, 2.8287
-0.0080, -0.1111, 1.8528, -0.8233
-0.1191, -0.1566, -3.3317, -1.3644
0.0000, 0.0000, 3.5732, 4.6976
-0.1568, -0.5779, -4.7043, -17.3362
-0.2713, -0.5186, -3.4349, 1.7790
6.4572, 1.3693, 201.8548, 56.6361
-0.0151, -0.0103, -194.1678, -41.3873
0.0007, 0.0057, 0.4719, 0.4803
0.0096, -0.0113, 0.2692, -0.5111
0.0034, -0.0125, -0.1857, -0.0344
-7.9717, -1.4045, -239.2536, -41.7621
0.4133, 0.6751, 251.5507, 62.3901
-0.0012, -0.0011, -12.4374, -20.2863
0.3216, 0.5484, 9.6841, 16.4848
0.2588, 0.5118, -1.8821, -1.0975
0.1566, 0.5594, -3.0670, 1.4279
0.1021, 0.2967, -1.6350, -7.8816
0.0011, 0.0057, -3.0300, -8.7296
0.1106, 0.3121, 3.2852, 9.1898
0.1484, 0.2266, 1.1336, -2.5624
-0.6385, -0.2026, -23.6076, -12.8777
-0.4203, -0.2608, 6.5456, -1.7444
0.0000, 0.0000, 12.6103, 7.8226
-0.4950, -0.2979, -14.8503, -8.9379
-0.2434, -0.1352, 7.5469, 4.8818
-0.2872, -0.2183, -1.3141, -2.4922
0.2514, -0.3586, 16.1597, -4.2098
-0.0032, 0.0003, -7.6396, 10.7671
0.4320, -0.1511, 13.0575, -4.5423
0.6828, -0.1743, 7.5237, -0.6943
0.6833, -0.1332, 0.0144, 1.2312
0.2232, -0.0701, -13.8034, 1.8947
-0.0021, 0.0021, -6.7586, 2.1636
0.1854, -0.0778, 5.6264, -2.3956
0.1896, -0.0521, 0.1249, 0.7708
0.8769, 0.1475, 20.6195, 5.9884
0.4436, 0.3241, -12.9979, 5.2982
-0.0015, -0.0046, -13.3541, -9.8617
0.6100, 0.3723, 18.3453, 11.3066
0.3272, 0.1459, -8.4839, -6.7928
0.4251, 0.2043, 2.9379, 1.7520
3.1589, -0.6862, 82.0114, -26.7151
0.0000, 0.0000, -94.7657, 20.5871
-0.0002, -0.0011, -0.0067, -0.0326
0.0646, -0.0040, 1.9460, -0.0866
0.0919, 0.0427, 0.8174, 1.3993
-0.0472, -0.0457, -4.1729, -2.6507
-0.0001, -0.0001, 1.4141, 1.3686
0.0350, 0.0537, 1.0534, 1.6133
0.0630, -0.0017, 0.8375, -1.6625
-0.6451, -0.8884, -21.2413, -26.6009
-0.2969, -0.1259, 10.4456, 22.8750
-0.0038, -0.0017, 8.7917, 3.7274
-0.3021, -0.1201, -8.9478, -3.5529
-0.3228, -0.1743, -0.6218, -1.6267
-0.6092, -0.3619, -8.5927, -5.6273
-0.1496, -0.1045, 13.7885, 7.7223
0.0000, 0.0000, 4.4888, 3.1343
-0.2345, -0.1121, -7.0352, -3.3628
2.4283, 1.7759, 79.8848, 56.6389
-0.0494, 0.0743, -74.3304, -51.0485
-1.3159, -1.6929, -37.9961, -53.0147
0.0099, -0.0023, 39.7740, 50.7177
1.3197, 1.7069, 39.2940, 51.2773
-0.7245, -1.6165, -61.3264, -99.7035
0.7633, 1.0846, 44.6331, 81.0340
0.0306, -0.4308, -21.9805, -45.4623
0.0005, -0.0003, -0.9031, 12.9137
0.0848, 0.0562, 2.5295, 1.6968
-0.0449, 0.5340, -3.8922, 14.3345
-0.7890, 0.2785, -22.3208, -7.6657
-1.3840, 0.3967, -17.8514, 3.5448
0.0016, -0.0013, 41.5678, -11.9407
-0.5159, 0.3555, -15.5229, 10.7068
-0.4576, 0.3414, 1.7476, -0.4235
-0.7150, 0.6125, -7.7225, 8.1325
-0.2428, 0.2502, 14.1660, -10.8695
0.0000, 0.0000, 7.2846, -7.5058
-0.2169, 0.2359, -6.5081, 7.0769
-0.2702, 0.2774, -1.5984, 1.2457
-0.5512, 1.3405, -8.4289, 31.8920
-0.5237, 0.8725, 0.8245, -14.0399
-0.0011, 0.0020, 15.6793, -26.1154
-0.3748, 0.6859, -11.2121, 20.5172
-0.5425, 0.4323, -5.0317, -7.6059
0.2338, -1.5351, 23.2884, -59.0239
0.1391, -0.5900, -2.8391, 28.3525
0.0007, -0.0005, -4.1521, 17.6870
0.0700, -0.5798, 2.0778, -17.3814
0.0197, -0.6389, -1.5075, -1.7729
0.0327, -0.8557, 0.3881, -6.5016
0.1617, -0.5776, 3.8715, 8.3416
-0.0003, -0.0008, -4.8599, 17.3034
-0.1791, -0.4093, -5.3657, -12.2547
-0.1877, -0.7350, -0.2565, -9.7715
-0.1200, -1.0803, 2.0307, -10.3587
6.3352, 1.1281, 193.6560, 66.2527
-0.0001, -0.0016, -190.0587, -33.8907
-0.0140, 0.0120, -0.4171, 0.4077
-0.0024, -0.0154, 0.3490, -0.8206
-0.0180, 0.0107, -0.4695, 0.7814
0.0002, 0.0035, 0.5475, -0.2155
-0.0001, -0.0007, -0.0097, -0.1268
-5.6105, -1.3188, -168.3136, -39.5438
0.2559, 0.4642, 175.9926, 53.4911
0.4162, 0.3919, 4.8096, -2.1683
0.1662, 0.1351, -7.5009, -7.7035
0.0002, 0.0006, -4.9786, -4.0365
0.1738, 0.1401, 5.2065, 4.1864
0.2141, 0.2168, 1.2106, 2.2997
0.4532, 0.3013, 7.1726, 2.5369
0.2091, -0.0410, -7.3246, -10.2711
